population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,0.5491125412249325,1.10817583663575,0.1980435524686481
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,516,Interstitial lung disease and pulmonary sarcoidosis,2,Percent,2021,3.5279497692e-06,6.7567648997e-06,1.2627773552e-06
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2021,0.01767823216,0.03567682077,0.00637585128
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,520,Other chronic respiratory diseases,1,Number,2021,83.12636657644065,129.13023182535804,47.34957356000055
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,520,Other chronic respiratory diseases,2,Percent,2021,0.000535686441009,0.0008351342260964,0.000291294440532
1,All Population,3,YLDs (Years Lived with Disability),34,Azerbaijan,3,Both,158,<20 years,520,Other chronic respiratory diseases,3,Rate,2021,2.67618583934,4.1572429070800005,1.52438105356
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,508,Chronic respiratory diseases,1,Number,2021,5928.928937642991,8635.908376284287,3887.480115699024
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,508,Chronic respiratory diseases,2,Percent,2021,0.017807130152389,0.0245616487348622,0.0125479266519938
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,508,Chronic respiratory diseases,3,Rate,2021,82.62034397869999,120.34243083723999,54.17250699873
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,1,Number,2021,444.7118975205798,655.5791640253759,274.8434559764475
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,2,Percent,2021,0.0013482256558071,0.001997391050188,0.0008678224361442
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,3,Rate,2021,6.197114239519999,9.135575178369999,3.82997690003
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,510,Pneumoconiosis,1,Number,2021,0.1625095450933207,0.4577311237085525,0.0312183516670002
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,510,Pneumoconiosis,2,Percent,2021,4.909800909e-07,1.3985695359e-06,9.92415506e-08
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,510,Pneumoconiosis,3,Rate,2021,0.00226459022,0.006378538740000001,0.00043503152
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,515,Asthma,1,Number,2021,5305.472636648622,8002.814203942138,3383.436067367972
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,515,Asthma,2,Percent,2021,0.0159170165154922,0.0225551591876756,0.0108537377264107
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,515,Asthma,3,Rate,2021,73.93240479346001,111.5201867456,47.14859204014
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,516,Interstitial lung disease and pulmonary sarcoidosis,1,Number,2021,0.9649834738192044,1.9788283380794551,0.3480975984229602
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,516,Interstitial lung disease and pulmonary sarcoidosis,2,Percent,2021,2.9211783006e-06,5.6388583273e-06,9.710393382e-07
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2021,0.013447161769999999,0.02757521294,0.00485078226
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,520,Other chronic respiratory diseases,1,Number,2021,177.61691045487777,261.6591633702729,109.84323432379932
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,520,Other chronic respiratory diseases,2,Percent,2021,0.000538475822698,0.0007971087677791,0.0003467753378001
1,All Population,3,YLDs (Years Lived with Disability),36,Kazakhstan,3,Both,158,<20 years,520,Other chronic respiratory diseases,3,Rate,2021,2.47511319372,3.64625218319,1.53067879528
1,All Population,3,YLDs (Years Lived with Disability),41,Uzbekistan,3,Both,158,<20 years,508,Chronic respiratory diseases,1,Number,2021,12825.636240540676,19109.95046781982,8240.085706665874
1,All Population,3,YLDs (Years Lived with Disability),41,Uzbekistan,3,Both,158,<20 years,508,Chronic respiratory diseases,2,Percent,2021,0.0209484101472026,0.0291153887139554,0.0146681442474636
1,All Population,3,YLDs (Years Lived with Disability),41,Uzbekistan,3,Both,158,<20 years,508,Chronic respiratory diseases,3,Rate,2021,100.60643171230001,149.90164158009,64.63660783787999
1,All Population,3,YLDs (Years Lived with Disability),41,Uzbekistan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,1,Number,2021,665.7588588878376,987.0731136171818,368.49721355671966
1,All Population,3,YLDs (Years Lived with Disability),41,Uzbekistan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,2,Percent,2021,0.0011008237292446,0.0017052562146165,0.0005914882392256
1,All Population,3,YLDs (Years Lived with Disability),41,Uzbekistan,3,Both,158,<20 years,509,Chronic obstructive pulmonary disease,3,Rate,2021,5.22232362726,7.74276627979,2.89055365805
